"252"	"173"	"Nkx2-5"	"Nkx2-5/Nkx2-5_3436.1_deBruijn.txt"
"253"	"174"	"Nkx2-6"	"Nkx2-6/Nkx2-6_3437.1_deBruijn.txt"
"254"	"175"	"Nkx2-9"	"Nkx2-9/Nkx2-9_3082.1_deBruijn.txt"
"255"	"176"	"Nkx3-1"	"Nkx3-1/Nkx3-1_2923.2_deBruijn.txt"
"256"	"176"	"Nkx3-1"	"Nkx3-1/Nkx3-1_2923.2_v1_deBruijn.txt"
"257"	"176"	"Nkx3-1"	"Nkx3-1/Nkx3-1_2923.2_v2_deBruijn.txt"
"258"	"177"	"Nkx6-1"	"Nkx6-1/Nkx6-1_2825.1_deBruijn.txt"
"259"	"177"	"Nkx6-1"	"Nkx6-1/Nkx6-1_2825.2_deBruijn.txt"
"260"	"178"	"Nkx6-3"	"Nkx6-3/Nkx6-3_3446.1_deBruijn.txt"
"261"	"179"	"Nr2f2"	"Nr2f2/Nr2f2_2192.2_v1_deBruijn.txt"
"262"	"179"	"Nr2f2"	"Nr2f2/Nr2f2_2192.2_v2_deBruijn.txt"
"263"	"180"	"Obox1"	"Obox1/Obox1_3970.2_deBruijn.txt"
"264"	"181"	"Obox2"	"Obox2/Obox2_3438.2_deBruijn.txt"
"265"	"182"	"Obox3"	"Obox3/Obox3_3439.1_deBruijn.txt"
"266"	"183"	"Obox5"	"Obox5/Obox5_2284.1_deBruijn.txt"
"267"	"183"	"Obox5"	"Obox5/Obox5_3963.2_deBruijn.txt"
"268"	"184"	"Obox6"	"Obox6/Obox6_3440.2_deBruijn.txt"
"269"	"185"	"Og2x"	"Og2x/Og2x_3719.1_deBruijn.txt"
"270"	"186"	"Osr1"	"Osr1/Osr1_3033.2_v1_deBruijn.txt"
"271"	"186"	"Osr1"	"Osr1/Osr1_3033.2_v2_deBruijn.txt"
"272"	"187"	"Osr2"	"Osr2/Osr2_1727.2_v1_deBruijn.txt"
"273"	"187"	"Osr2"	"Osr2/Osr2_1727.2_v2_deBruijn.txt"
"274"	"188"	"Otp"	"Otp/Otp_3496.1_deBruijn.txt"
"275"	"189"	"Otx1"	"Otx1/Otx1_2325.1_deBruijn.txt"
"276"	"190"	"Otx2"	"Otx2/Otx2_3441.1_deBruijn.txt"
"277"	"191"	"Pax4"	"Pax4/Pax4_3989.2_deBruijn.txt"
"278"	"192"	"Pax6"	"Pax6/Pax6_3838.3_deBruijn.txt"
"279"	"193"	"Pax7"	"Pax7/Pax7_3783.1_deBruijn.txt"
"280"	"194"	"Pbx1"	"Pbx1/Pbx1_3203.1_deBruijn.txt"
"281"	"195"	"Phox2a"	"Phox2a/Phox2a_3947.1_deBruijn.txt"
"282"	"196"	"Phox2b"	"Phox2b/Phox2b_3948.1_deBruijn.txt"
"283"	"197"	"Pitx1"	"Pitx1/Pitx1_2312.1_deBruijn.txt"
"284"	"198"	"Pitx2"	"Pitx2/Pitx2_2274.3_deBruijn.txt"
"285"	"199"	"Pitx3"	"Pitx3/Pitx3_3497.2_deBruijn.txt"
"286"	"200"	"Pknox1"	"Pknox1/Pknox1_2364.2_deBruijn.txt"
"287"	"201"	"Pknox2"	"Pknox2/Pknox2_3077.2_deBruijn.txt"
"288"	"202"	"Plagl1"	"Plagl1/Plagl1_0972.2_v1_deBruijn.txt"
"289"	"202"	"Plagl1"	"Plagl1/Plagl1_0972.2_v2_deBruijn.txt"
"290"	"203"	"Pou1f1"	"Pou1f1/Pou1f1_3818.1_deBruijn.txt"
"291"	"204"	"Pou2f1"	"Pou2f1/Pou2f1_3081.2_deBruijn.txt"
"292"	"205"	"Pou2f2"	"Pou2f2/Pou2f2_3748.1_deBruijn.txt"
"293"	"206"	"Pou2f3"	"Pou2f3/Pou2f3_3986.2_deBruijn.txt"
"294"	"207"	"Pou3f1"	"Pou3f1/Pou3f1_3819.1_deBruijn.txt"
